order_id,order_date,status,customer_id,first_name,last_name,city
O002285,2023-01-18,Cancelled,C00367,Kabir,Gupta,Mumbai
O002538,2023-01-18,Shipped,C00034,Meera,Reddy,Mumbai
O001808,2023-01-19,Returned,C00209,Karan,Verma,Ahmedabad
O002776,2023-01-19,Delivered,C00157,Rahul,Reddy,Ahmedabad
O001430,2023-01-20,Placed,C00292,Sara,Kapoor,Bengaluru
O001369,2023-01-20,Cancelled,C00383,Sara,Chatterjee,Chennai
O002840,2023-01-20,Returned,C00074,Riya,Kapoor,Pune
O000248,2023-01-21,Cancelled,C00331,Arjun,Malhotra,Delhi
O001964,2023-01-22,Shipped,C00008,Sara,Joshi,Mumbai
O002384,2023-01-22,Shipped,C00111,Arjun,Kapoor,Jaipur
O002254,2023-01-22,Delivered,C00046,Sneha,Patel,Pune
O000447,2023-01-22,Shipped,C00065,Karan,Singh,Mumbai
O001620,2023-01-23,Placed,C00115,Sara,Kapoor,Pune
O001612,2023-01-23,Delivered,C00049,Tara,Mehta,Jaipur
O001201,2023-01-23,Shipped,C00117,Vihaan,Mehta,Chennai
O000105,2023-01-23,Cancelled,C00243,Priya,Das,Bengaluru
O001022,2023-01-23,Shipped,C00099,Nikhil,Chatterjee,Pune
O002667,2023-01-23,Returned,C00364,Rohan,Nair,Delhi
O002274,2023-01-23,Delivered,C00033,Isha,Sharma,Delhi
O000435,2023-01-23,Delivered,C00209,Karan,Verma,Ahmedabad
O002670,2023-01-24,Returned,C00170,Rohan,Singh,Delhi
O000347,2023-01-24,Delivered,C00020,Pooja,Iyer,Jaipur
O001335,2023-01-24,Delivered,C00238,Priya,Joshi,Chennai
O002690,2023-01-24,Placed,C00065,Karan,Singh,Mumbai
O000639,2023-01-24,Delivered,C00197,Sara,Nair,Delhi
O000932,2023-01-24,Delivered,C00381,Anaya,Sharma,Mumbai
O000785,2023-01-25,Delivered,C00147,Riya,Verma,Pune
O000835,2023-01-25,Shipped,C00189,Aditya,Verma,Kolkata
O002486,2023-01-25,Delivered,C00067,Anaya,Iyer,Ahmedabad
O002907,2023-01-25,Cancelled,C00288,Sneha,Malhotra,Chennai
O002909,2023-01-25,Shipped,C00270,Dev,Mehta,Pune
O000647,2023-01-25,Delivered,C00330,Sneha,Iyer,Bhubaneswar
O001672,2023-01-26,Placed,C00323,Sara,Reddy,Mumbai
O000779,2023-01-26,Delivered,C00022,Sara,Sharma,Bengaluru
O000548,2023-01-27,Delivered,C00291,Vihaan,Patel,Jaipur
O002809,2023-01-27,Returned,C00009,Priya,Nair,Ahmedabad
O000385,2023-01-27,Shipped,C00008,Sara,Joshi,Mumbai
O000961,2023-01-27,Returned,C00289,Priya,Chatterjee,Kolkata
O001860,2023-01-28,Placed,C00140,Anaya,Iyer,Bengaluru
O001631,2023-01-28,Cancelled,C00250,Rohan,Singh,Hyderabad
O002717,2023-01-28,Delivered,C00219,Priya,Kapoor,Jaipur
O002249,2023-01-28,Returned,C00173,Rohan,Malhotra,Ahmedabad
O001026,2023-01-28,Delivered,C00265,Nikhil,Reddy,Hyderabad
O000375,2023-01-29,Shipped,C00178,Rohan,Verma,Mumbai
O002546,2023-01-29,Delivered,C00060,Arjun,Gupta,Delhi
O002399,2023-01-29,Delivered,C00353,Karan,Reddy,Chennai
O000716,2023-01-29,Delivered,C00369,Dev,Gupta,Jaipur
O001798,2023-01-30,Delivered,C00248,Aarav,Rao,Pune
O000148,2023-01-30,Cancelled,C00044,Sneha,Rao,Bhubaneswar
O001416,2023-01-31,Delivered,C00398,Anaya,Joshi,Bengaluru
O002497,2023-01-31,Shipped,C00351,Karan,Sharma,Chennai
O002172,2023-01-31,Placed,C00146,Anaya,Kapoor,Chennai
O000158,2023-02-01,Delivered,C00167,Pooja,Sharma,Mumbai
O002346,2023-02-01,Placed,C00289,Priya,Chatterjee,Kolkata
O002328,2023-02-01,Delivered,C00185,Rahul,Kapoor,Bengaluru
O000457,2023-02-02,Delivered,C00218,Sara,Mehta,Delhi
O000867,2023-02-02,Delivered,C00128,Isha,Singh,Pune
O002533,2023-02-02,Shipped,C00078,Aarav,Nair,Jaipur
O001609,2023-02-03,Shipped,C00077,Tara,Reddy,Kolkata
O002461,2023-02-03,Delivered,C00312,Dev,Gupta,Bengaluru
O002203,2023-02-03,Delivered,C00280,Pooja,Singh,Delhi
O001410,2023-02-04,Cancelled,C00126,Sneha,Patel,Ahmedabad
O001772,2023-02-04,Delivered,C00214,Arjun,Iyer,Jaipur
O002179,2023-02-04,Delivered,C00089,Dev,Rao,Bengaluru
O001285,2023-02-05,Delivered,C00390,Dev,Reddy,Jaipur
O002572,2023-02-05,Delivered,C00112,Rohan,Patel,Bhubaneswar
O000683,2023-02-05,Cancelled,C00189,Aditya,Verma,Kolkata
O000808,2023-02-05,Delivered,C00189,Aditya,Verma,Kolkata
O000588,2023-02-06,Delivered,C00121,Rohan,Singh,Mumbai
O000546,2023-02-06,Returned,C00387,Karan,Das,Kolkata
O000135,2023-02-06,Delivered,C00273,Rahul,Mehta,Kolkata
O002336,2023-02-06,Cancelled,C00060,Arjun,Gupta,Delhi
O002673,2023-02-07,Shipped,C00116,Pooja,Rao,Chennai
O001947,2023-02-07,Placed,C00335,Rahul,Joshi,Ahmedabad
O000837,2023-02-07,Delivered,C00302,Karan,Malhotra,Pune
O002064,2023-02-07,Delivered,C00358,Dev,Nair,Pune
O001950,2023-02-07,Delivered,C00341,Nikhil,Nair,Kolkata
O001191,2023-02-08,Placed,C00253,Aarav,Nair,Mumbai
O001653,2023-02-08,Placed,C00231,Tara,Patel,Jaipur
O002140,2023-02-08,Delivered,C00352,Rohan,Gupta,Jaipur
O000979,2023-02-09,Delivered,C00149,Pooja,Rao,Hyderabad
O002937,2023-02-09,Delivered,C00346,Sara,Gupta,Bengaluru
O002365,2023-02-09,Delivered,C00114,Vihaan,Chatterjee,Jaipur
O001931,2023-02-09,Delivered,C00314,Tara,Nair,Jaipur
O000885,2023-02-09,Placed,C00120,Aditya,Kapoor,Kolkata
O000127,2023-02-09,Shipped,C00143,Meera,Patel,Kolkata
O000053,2023-02-09,Delivered,C00182,Priya,Verma,Ahmedabad
O001700,2023-02-09,Cancelled,C00281,Diya,Das,Chennai
O000681,2023-02-09,Delivered,C00189,Aditya,Verma,Kolkata
O000807,2023-02-09,Delivered,C00111,Arjun,Kapoor,Jaipur
O000128,2023-02-10,Delivered,C00232,Sneha,Mehta,Chennai
O002085,2023-02-10,Delivered,C00349,Aditya,Malhotra,Kolkata
O002347,2023-02-10,Cancelled,C00272,Kabir,Malhotra,Bhubaneswar
O000871,2023-02-10,Returned,C00055,Arjun,Joshi,Delhi
O002518,2023-02-11,Delivered,C00303,Karan,Gupta,Delhi
O002644,2023-02-11,Delivered,C00129,Aditya,Rao,Jaipur
O002767,2023-02-12,Delivered,C00075,Karan,Nair,Mumbai
O000852,2023-02-12,Delivered,C00257,Meera,Chatterjee,Jaipur
O001504,2023-02-12,Delivered,C00189,Aditya,Verma,Kolkata
O001678,2023-02-12,Delivered,C00321,Kabir,Mehta,Ahmedabad
O000806,2023-02-12,Returned,C00109,Pooja,Das,Kolkata
O002691,2023-02-13,Delivered,C00328,Karan,Kapoor,Delhi
O000843,2023-02-13,Returned,C00276,Diya,Patel,Ahmedabad
O001932,2023-02-14,Shipped,C00294,Anaya,Nair,Ahmedabad
O000445,2023-02-14,Shipped,C00021,Aarav,Das,Pune
O002453,2023-02-14,Placed,C00366,Dev,Chatterjee,Ahmedabad
O000054,2023-02-14,Delivered,C00312,Dev,Gupta,Bengaluru
O001830,2023-02-15,Delivered,C00319,Isha,Das,Delhi
O001797,2023-02-15,Delivered,C00392,Pooja,Sharma,Jaipur
O002417,2023-02-15,Delivered,C00012,Vihaan,Verma,Kolkata
O001610,2023-02-16,Placed,C00250,Rohan,Singh,Hyderabad
O000990,2023-02-16,Returned,C00107,Riya,Verma,Bhubaneswar
O000184,2023-02-16,Shipped,C00244,Dev,Nair,Kolkata
O002545,2023-02-16,Cancelled,C00192,Meera,Patel,Hyderabad
O001106,2023-02-16,Delivered,C00173,Rohan,Malhotra,Ahmedabad
O002875,2023-02-17,Returned,C00337,Riya,Mehta,Kolkata
O001424,2023-02-17,Delivered,C00300,Anaya,Das,Chennai
O002467,2023-02-17,Shipped,C00216,Kabir,Patel,Bhubaneswar
O001796,2023-02-17,Delivered,C00069,Dev,Iyer,Bengaluru
O002048,2023-02-18,Delivered,C00238,Priya,Joshi,Chennai
O001247,2023-02-18,Shipped,C00121,Rohan,Singh,Mumbai
O000206,2023-02-18,Delivered,C00017,Aarav,Kapoor,Bengaluru
O001961,2023-02-18,Delivered,C00202,Vihaan,Das,Bhubaneswar
O001804,2023-02-18,Shipped,C00301,Aditya,Nair,Kolkata
O000359,2023-02-18,Cancelled,C00305,Isha,Kapoor,Kolkata
O002356,2023-02-18,Delivered,C00384,Aarav,Rao,Delhi
O000275,2023-02-18,Placed,C00388,Pooja,Patel,Mumbai
O000241,2023-02-18,Returned,C00064,Dev,Mehta,Ahmedabad
O002915,2023-02-19,Returned,C00316,Sara,Joshi,Jaipur
O001876,2023-02-19,Delivered,C00003,Aarav,Mehta,Ahmedabad
O001117,2023-02-19,Returned,C00194,Tara,Das,Hyderabad
O002169,2023-02-20,Delivered,C00348,Rohan,Singh,Bengaluru
O002255,2023-02-20,Delivered,C00053,Tara,Sharma,Delhi
O001635,2023-02-21,Returned,C00171,Pooja,Sharma,Bhubaneswar
O002716,2023-02-21,Returned,C00306,Kabir,Singh,Jaipur
O000916,2023-02-21,Cancelled,C00332,Pooja,Rao,Pune
O000489,2023-02-22,Placed,C00237,Aditya,Reddy,Pune
O002257,2023-02-22,Shipped,C00392,Pooja,Sharma,Jaipur
O002906,2023-02-22,Cancelled,C00283,Nikhil,Nair,Ahmedabad
O000165,2023-02-22,Returned,C00279,Aarav,Nair,Bhubaneswar
O001788,2023-02-23,Delivered,C00332,Pooja,Rao,Pune
O000946,2023-02-23,Delivered,C00221,Riya,Joshi,Bengaluru
O001423,2023-02-23,Delivered,C00010,Meera,Mehta,Jaipur
O002880,2023-02-23,Cancelled,C00144,Rahul,Patel,Bhubaneswar
O002513,2023-02-23,Cancelled,C00394,Riya,Patel,Bhubaneswar
O001549,2023-02-23,Cancelled,C00382,Sara,Mehta,Kolkata
O000190,2023-02-23,Shipped,C00317,Tara,Mehta,Delhi
O000168,2023-02-23,Delivered,C00073,Riya,Singh,Jaipur
O002247,2023-02-24,Shipped,C00124,Aditya,Joshi,Delhi
O001490,2023-02-24,Cancelled,C00208,Tara,Chatterjee,Bengaluru
O002033,2023-02-24,Returned,C00198,Priya,Nair,Mumbai
O000034,2023-02-25,Delivered,C00081,Sneha,Sharma,Chennai
O001300,2023-02-25,Cancelled,C00074,Riya,Kapoor,Pune
O002789,2023-02-25,Delivered,C00360,Isha,Sharma,Hyderabad
O002985,2023-02-25,Delivered,C00400,Pooja,Patel,Pune
O001952,2023-02-26,Delivered,C00202,Vihaan,Das,Bhubaneswar
O002853,2023-02-26,Returned,C00088,Anaya,Verma,Chennai
O001203,2023-02-27,Returned,C00201,Karan,Joshi,Pune
O000609,2023-02-27,Delivered,C00295,Sara,Mehta,Bhubaneswar
O000108,2023-02-27,Delivered,C00241,Pooja,Joshi,Pune
O001805,2023-02-27,Delivered,C00148,Aarav,Joshi,Bhubaneswar
O001732,2023-02-27,Delivered,C00316,Sara,Joshi,Jaipur
O002992,2023-02-27,Delivered,C00228,Anaya,Iyer,Ahmedabad
O000331,2023-02-28,Delivered,C00084,Riya,Sharma,Bengaluru
O002341,2023-02-28,Placed,C00211,Kabir,Das,Hyderabad
O002883,2023-02-28,Delivered,C00052,Sneha,Malhotra,Mumbai
O001380,2023-02-28,Delivered,C00157,Rahul,Reddy,Ahmedabad
O002283,2023-02-28,Delivered,C00001,Isha,Sharma,Jaipur
O001148,2023-02-28,Delivered,C00180,Tara,Joshi,Jaipur
O001926,2023-02-28,Returned,C00188,Vihaan,Singh,Delhi
O000422,2023-02-28,Placed,C00031,Diya,Reddy,Mumbai
O002521,2023-02-28,Delivered,C00336,Tara,Gupta,Delhi
O001224,2023-03-01,Delivered,C00062,Aditya,Gupta,Mumbai
O002554,2023-03-01,Shipped,C00349,Aditya,Malhotra,Kolkata
O002032,2023-03-01,Shipped,C00314,Tara,Nair,Jaipur
O000963,2023-03-01,Cancelled,C00018,Anaya,Reddy,Pune
O002094,2023-03-02,Delivered,C00166,Sneha,Iyer,Mumbai
O002866,2023-03-02,Delivered,C00301,Aditya,Nair,Kolkata
O002500,2023-03-02,Delivered,C00241,Pooja,Joshi,Pune
O000545,2023-03-02,Shipped,C00289,Priya,Chatterjee,Kolkata
O000696,2023-03-02,Shipped,C00078,Aarav,Nair,Jaipur
O001590,2023-03-02,Returned,C00293,Kabir,Sharma,Delhi
O001897,2023-03-02,Delivered,C00287,Anaya,Chatterjee,Hyderabad
O002724,2023-03-03,Delivered,C00004,Vihaan,Chatterjee,Delhi
O001774,2023-03-03,Cancelled,C00015,Aditya,Singh,Chennai
O000671,2023-03-03,Delivered,C00083,Karan,Nair,Bengaluru
O002857,2023-03-03,Delivered,C00204,Dev,Singh,Kolkata
O001330,2023-03-03,Shipped,C00157,Rahul,Reddy,Ahmedabad
O002994,2023-03-03,Delivered,C00206,Nikhil,Verma,Kolkata
O002950,2023-03-04,Returned,C00221,Riya,Joshi,Bengaluru
O001245,2023-03-04,Cancelled,C00316,Sara,Joshi,Jaipur
O002610,2023-03-04,Delivered,C00397,Sneha,Joshi,Delhi
O000529,2023-03-04,Delivered,C00176,Arjun,Reddy,Chennai
O002648,2023-03-04,Delivered,C00268,Pooja,Reddy,Delhi
O001385,2023-03-04,Shipped,C00390,Dev,Reddy,Jaipur
O002320,2023-03-05,Returned,C00002,Rohan,Das,Ahmedabad
O002799,2023-03-05,Delivered,C00117,Vihaan,Mehta,Chennai
O001789,2023-03-06,Shipped,C00263,Pooja,Kapoor,Pune
O000324,2023-03-06,Delivered,C00116,Pooja,Rao,Chennai
O001198,2023-03-07,Delivered,C00314,Tara,Nair,Jaipur
O001985,2023-03-07,Delivered,C00290,Vihaan,Rao,Jaipur
O000538,2023-03-07,Delivered,C00320,Diya,Reddy,Bhubaneswar
O002969,2023-03-07,Cancelled,C00002,Rohan,Das,Ahmedabad
O000348,2023-03-07,Delivered,C00108,Kabir,Patel,Chennai
O000496,2023-03-07,Shipped,C00105,Anaya,Rao,Bhubaneswar
O001637,2023-03-07,Delivered,C00332,Pooja,Rao,Pune
O000766,2023-03-08,Placed,C00123,Diya,Singh,Chennai
O000326,2023-03-08,Placed,C00337,Riya,Mehta,Kolkata
O002801,2023-03-08,Delivered,C00338,Nikhil,Patel,Jaipur
O001980,2023-03-09,Delivered,C00014,Sneha,Gupta,Mumbai
O000256,2023-03-09,Delivered,C00132,Rahul,Kapoor,Jaipur
O000512,2023-03-09,Shipped,C00163,Isha,Kapoor,Chennai
O001681,2023-03-09,Delivered,C00176,Arjun,Reddy,Chennai
O000224,2023-03-09,Delivered,C00154,Riya,Chatterjee,Mumbai
O000238,2023-03-09,Shipped,C00007,Priya,Das,Bengaluru
O001347,2023-03-09,Delivered,C00221,Riya,Joshi,Bengaluru
O002420,2023-03-10,Shipped,C00270,Dev,Mehta,Pune
O002846,2023-03-10,Cancelled,C00037,Sneha,Sharma,Jaipur
O002113,2023-03-10,Returned,C00304,Diya,Kapoor,Pune
O001175,2023-03-10,Placed,C00237,Aditya,Reddy,Pune
O002402,2023-03-10,Delivered,C00167,Pooja,Sharma,Mumbai
O002271,2023-03-10,Cancelled,C00142,Anaya,Nair,Mumbai
O002366,2023-03-11,Delivered,C00394,Riya,Patel,Bhubaneswar
O002927,2023-03-11,Delivered,C00386,Priya,Nair,Jaipur
O002537,2023-03-13,Returned,C00251,Priya,Rao,Mumbai
O002109,2023-03-13,Delivered,C00137,Tara,Joshi,Hyderabad
O002086,2023-03-13,Delivered,C00110,Anaya,Joshi,Bengaluru
O000099,2023-03-14,Returned,C00392,Pooja,Sharma,Jaipur
O001267,2023-03-15,Delivered,C00152,Priya,Rao,Mumbai
O002957,2023-03-15,Delivered,C00109,Pooja,Das,Kolkata
O000895,2023-03-15,Shipped,C00055,Arjun,Joshi,Delhi
O001541,2023-03-15,Shipped,C00061,Priya,Reddy,Pune
O001451,2023-03-15,Delivered,C00153,Arjun,Patel,Pune
O001553,2023-03-15,Returned,C00370,Meera,Kapoor,Delhi
O002663,2023-03-16,Delivered,C00398,Anaya,Joshi,Bengaluru
O000995,2023-03-16,Shipped,C00367,Kabir,Gupta,Mumbai
O000673,2023-03-16,Cancelled,C00224,Aditya,Nair,Hyderabad
O000906,2023-03-16,Delivered,C00101,Karan,Nair,Delhi
O002415,2023-03-16,Cancelled,C00150,Sara,Kapoor,Mumbai
O000325,2023-03-16,Delivered,C00019,Aditya,Chatterjee,Jaipur
O001595,2023-03-16,Cancelled,C00106,Rahul,Gupta,Pune
O002166,2023-03-17,Delivered,C00312,Dev,Gupta,Bengaluru
O002787,2023-03-17,Cancelled,C00210,Kabir,Nair,Chennai
O001664,2023-03-17,Placed,C00257,Meera,Chatterjee,Jaipur
O002164,2023-03-18,Delivered,C00008,Sara,Joshi,Mumbai
O001351,2023-03-18,Delivered,C00182,Priya,Verma,Ahmedabad
O000886,2023-03-18,Delivered,C00223,Rohan,Malhotra,Chennai
O000578,2023-03-18,Shipped,C00207,Nikhil,Mehta,Chennai
O002335,2023-03-18,Delivered,C00384,Aarav,Rao,Delhi
O001383,2023-03-19,Placed,C00313,Sneha,Sharma,Mumbai
O002352,2023-03-19,Placed,C00205,Rahul,Kapoor,Bhubaneswar
O002072,2023-03-19,Delivered,C00059,Tara,Nair,Ahmedabad
O000203,2023-03-20,Shipped,C00326,Riya,Iyer,Bhubaneswar
O002437,2023-03-20,Delivered,C00026,Sara,Verma,Bhubaneswar
O000450,2023-03-20,Cancelled,C00110,Anaya,Joshi,Bengaluru
O000048,2023-03-20,Delivered,C00117,Vihaan,Mehta,Chennai
O001783,2023-03-20,Delivered,C00096,Karan,Sharma,Pune
O000922,2023-03-20,Shipped,C00095,Vihaan,Malhotra,Chennai
O002484,2023-03-21,Delivered,C00177,Isha,Nair,Kolkata
O000047,2023-03-21,Delivered,C00190,Aditya,Kapoor,Delhi
O001915,2023-03-21,Shipped,C00363,Vihaan,Singh,Kolkata
O002872,2023-03-21,Delivered,C00064,Dev,Mehta,Ahmedabad
O000358,2023-03-21,Delivered,C00321,Kabir,Mehta,Ahmedabad
O002490,2023-03-21,Delivered,C00145,Nikhil,Malhotra,Ahmedabad
O002773,2023-03-21,Cancelled,C00114,Vihaan,Chatterjee,Jaipur
O002555,2023-03-22,Delivered,C00055,Arjun,Joshi,Delhi
O002732,2023-03-22,Delivered,C00102,Karan,Verma,Ahmedabad
O002868,2023-03-23,Delivered,C00335,Rahul,Joshi,Ahmedabad
O001463,2023-03-23,Delivered,C00302,Karan,Malhotra,Pune
O000255,2023-03-24,Delivered,C00127,Sara,Rao,Delhi
O001714,2023-03-24,Delivered,C00025,Dev,Kapoor,Delhi
O001775,2023-03-24,Delivered,C00306,Kabir,Singh,Jaipur
O001691,2023-03-24,Shipped,C00393,Aditya,Kapoor,Kolkata
O001102,2023-03-24,Delivered,C00012,Vihaan,Verma,Kolkata
O000042,2023-03-25,Cancelled,C00276,Diya,Patel,Ahmedabad
O000800,2023-03-25,Cancelled,C00232,Sneha,Mehta,Chennai
O002280,2023-03-26,Shipped,C00246,Diya,Das,Bengaluru
O001601,2023-03-26,Delivered,C00154,Riya,Chatterjee,Mumbai
O001648,2023-03-26,Placed,C00398,Anaya,Joshi,Bengaluru
O001012,2023-03-26,Delivered,C00189,Aditya,Verma,Kolkata
O002294,2023-03-27,Delivered,C00093,Tara,Patel,Kolkata
O000572,2023-03-27,Cancelled,C00037,Sneha,Sharma,Jaipur
O002980,2023-03-27,Delivered,C00075,Karan,Nair,Mumbai
O000440,2023-03-27,Delivered,C00228,Anaya,Iyer,Ahmedabad
O002482,2023-03-27,Delivered,C00286,Vihaan,Das,Delhi
O001039,2023-03-27,Delivered,C00275,Sneha,Nair,Bhubaneswar
O000638,2023-03-27,Delivered,C00373,Rohan,Singh,Chennai
O000274,2023-03-27,Delivered,C00100,Rahul,Nair,Jaipur
O002327,2023-03-28,Cancelled,C00077,Tara,Reddy,Kolkata
O001485,2023-03-28,Cancelled,C00165,Aarav,Sharma,Bengaluru
O001395,2023-03-28,Shipped,C00128,Isha,Singh,Pune
O002696,2023-03-29,Delivered,C00278,Rahul,Nair,Kolkata
O000754,2023-03-29,Placed,C00144,Rahul,Patel,Bhubaneswar
O002175,2023-03-29,Cancelled,C00400,Pooja,Patel,Pune
O001550,2023-03-29,Shipped,C00124,Aditya,Joshi,Delhi
O000111,2023-03-29,Delivered,C00206,Nikhil,Verma,Kolkata
O001088,2023-03-30,Delivered,C00354,Sara,Joshi,Chennai
O001396,2023-03-30,Shipped,C00159,Tara,Verma,Bengaluru
O002082,2023-03-31,Shipped,C00103,Aditya,Das,Mumbai
O002152,2023-03-31,Shipped,C00373,Rohan,Singh,Chennai
O000306,2023-04-01,Delivered,C00049,Tara,Mehta,Jaipur
O001767,2023-04-01,Delivered,C00320,Diya,Reddy,Bhubaneswar
O001333,2023-04-01,Shipped,C00021,Aarav,Das,Pune
O002677,2023-04-01,Delivered,C00092,Riya,Verma,Mumbai
O000719,2023-04-02,Returned,C00176,Arjun,Reddy,Chennai
O000157,2023-04-02,Placed,C00373,Rohan,Singh,Chennai
