user_id,transaction_date,region,product_category,sale_amount,age,subscription,city,email,username,price,store_id,status,raw_timestamp
U1215,05/26/2024,South,Groceries,245.36,54,Basic,Springfield,user215@example.com,user_215,684.0,S013,Active,2024-07-21 10:00:00
U1077,2024-11-10,North,Electronics,352.84,35,Basic,Madison,,user_77,406.78,S005,Active,2024-02-16 23:00:00
U1207,02/21/2024,East,Clothing,400.6,18,Basic,Springfield,user207@example.com,user_207,178.4,S013,Inactive,2025-01-09 02:00:00
U1114,09/12/2024,South,Groceries,49.57,41,Free,Salem,user114@example.com,user_114,60.04,S016,,2024-05-26 17:00:00
U1498,08/19/2024,East,Books,174.11,45,Free,Madison,,user_498,12.03,S016,Active,2024-01-05 21:00:00
U1055,2025-01-17,West,Groceries,427.93,37,Free,Clinton,user55@example.com,user_55,591.07,S016,Inactive,2024-08-16 17:00:00
U1179,2024-08-14,West,Electronics,65.96,62,Basic,Madison,user179@example.com,user_179,284.2,S003,Inactive,2024-10-10 19:00:00
U1237,08/12/2024,West,Groceries,95.52,41,Basic,Salem,user237@example.com,user_237,801.9,S006,Active,2024-03-08 22:00:00
U1231,03/25/2024,West,Clothing,492.52,29,Free,Springfield,user231@example.com,user_231,654.03,S002,,2024-11-23 08:00:00
U1192,06/10/2024,North,Groceries,120.64,28,Premium,Riverside,user192@example.com,user_192,412.45,S018,Pending,2025-01-29 06:00:00
U1107,07/03/2024,South,Sports,442.7,20,Basic,Georgetown,user107@example.com,user_107,771.47,S019,Active,2024-03-05 10:00:00
U1336,2024-07-26,South,Books,307.69,63,Free,Springfield,user336@example.com,user_336,51.99,S008,,2025-01-11 01:00:00
U1324,2024-06-27,North,Groceries,16.98,35,Premium,Madison,user324@example.com,user_324,154.36,S002,Inactive,2024-04-12 21:00:00
U1467,2024-03-10,East,Electronics,349.54,28,Premium,Greenville,user467@example.com,user_467,843.67,S018,Inactive,2024-02-14 09:00:00
U1404,12/01/2024,South,Sports,267.43,51,Basic,Salem,user404@example.com,user_404,180.02,S009,Inactive,2024-09-04 11:00:00
U1358,02/24/2024,West,Groceries,203.4,42,Premium,Greenville,user358@example.com,user_358,347.31,S019,,2024-08-10 18:00:00
U1382,2024-03-12,East,Electronics,298.51,47,Basic,Riverside,user382@example.com,user_382,965.3,S015,Active,2024-01-19 10:00:00
U1339,2024-06-14,West,Electronics,227.45,39,Premium,Georgetown,user339@example.com,user_339,168.3,S018,,2024-01-23 05:00:00
U1385,2024-10-29,West,Electronics,400.59,30,Premium,Greenville,user385@example.com,user_385,681.61,S011,Active,2024-12-16 18:00:00
U1298,07/18/2024,East,Clothing,224.36,24,Premium,Franklin,,user_298,331.95,S016,,2024-10-03 08:00:00
U1020,2024-11-05,North,Clothing,427.19,48,Basic,Clinton,user20@example.com,user_20,429.34,S009,Active,2024-01-02 10:00:00
U1275,09/24/2024,East,Sports,240.56,55,Free,Springfield,user275@example.com,user_275,102.26,S005,Active,2025-01-31 21:00:00
U1157,03/31/2024,North,Groceries,318.29,52,Premium,Madison,user157@example.com,user_157,122.75,S019,Inactive,2024-10-30 17:00:00
U1080,2024-07-21,West,Clothing,109.56,24,Basic,Clinton,user80@example.com,,183.94,S013,Inactive,2024-09-13 17:00:00
U1379,2024-11-23,West,Books,80.05,37,Basic,Springfield,user379@example.com,user_379,441.7,S003,Inactive,2024-01-02 12:00:00
U1399,2025-01-11,North,Electronics,185.97,55,Premium,Madison,user399@example.com,user_399,565.15,S007,Inactive,2024-06-20 07:00:00
U1250,05/26/2024,East,Electronics,151.09,64,Free,Springfield,user250@example.com,user_250,678.77,S018,Inactive,2025-01-15 20:00:00
U1376,04/04/2024,North,Home & Kitchen,42.48,45,Basic,Georgetown,user376@example.com,user_376,264.76,S003,Pending,2025-02-01 01:00:00
U1090,2024-04-08,East,Clothing,422.99,22,Free,Springfield,user90@example.com,user_90,601.27,S005,Inactive,2024-04-02 22:00:00
U1284,01/06/2025,North,Groceries,481.71,45,Basic,Springfield,user284@example.com,user_284,81.66,S010,Pending,2024-02-29 16:00:00
U1136,2024-02-04,West,Home & Kitchen,353.13,19,Premium,Springfield,user136@example.com,user_136,865.09,S002,Inactive,2024-09-14 09:00:00
U1094,09/14/2024,East,Home & Kitchen,190.58,17,Basic,Riverside,user94@example.com,user_94,146.22,S010,,2024-12-22 04:00:00
U1400,2024-10-03,South,Books,292.16,60,Premium,Greenville,user400@example.com,user_400,428.7,S002,Active,2024-07-09 11:00:00
U1078,2024-09-28,South,Home & Kitchen,82.92,35,Free,Madison,user78@example.com,user_78,62.08,S006,Active,2024-12-11 02:00:00
U1462,04/05/2024,South,Electronics,174.16,45,Free,Greenville,user462@example.com,user_462,532.01,S017,Active,2024-05-28 14:00:00
U1148,07/12/2024,West,Books,,26,Premium,Salem,user148@example.com,user_148,977.56,S004,Active,2024-04-27 06:00:00
U1190,01/05/2024,West,Books,370.35,35,Premium,Greenville,user190@example.com,user_190,69.3,S005,Pending,2024-02-17 01:00:00
U1114,09/12/2024,South,Groceries,49.57,41,Free,Salem,user114@example.com,user_114,60.04,S016,,2024-05-26 17:00:00
U1092,10/19/2024,South,Groceries,253.94,42,Premium,Greenville,user92@example.com,user_92,644.77,S012,Active,2024-12-30 16:00:00
U1493,03/13/2024,North,Groceries,414.73,23,Premium,Greenville,user493@example.com,user_493,513.54,S017,,2024-02-28 08:00:00
U1093,03/04/2024,West,Clothing,453.13,25,Basic,Riverside,user93@example.com,user_93,356.09,S001,,2024-01-28 12:00:00
U1235,2024-12-09,West,Sports,78.83,21,Free,Riverside,user235@example.com,user_235,238.85,S010,Pending,2024-08-25 01:00:00
U1368,12/21/2024,North,Electronics,291.18,52,Premium,Clinton,user368@example.com,user_368,91.69,S017,Active,2024-05-22 08:00:00
U1105,2024-10-14,North,Groceries,111.21,55,Basic,Salem,user105@example.com,user_105,180.93,S015,Active,2024-12-15 10:00:00
U1494,02/01/2024,South,Sports,244.66,42,Free,Greenville,user494@example.com,,590.31,S004,Inactive,2025-01-25 17:00:00
U1047,2024-11-13,West,Clothing,136.0,21,Premium,Greenville,user47@example.com,user_47,,S015,,2024-05-29 01:00:00
U1186,03/26/2024,East,Groceries,447.66,59,Free,Riverside,user186@example.com,user_186,,S001,Inactive,2024-01-24 15:00:00
U1259,2024-05-08,East,Groceries,228.31,41,Basic,Madison,,user_259,645.01,S020,Active,2025-01-22 23:00:00
U1429,2024-01-10,South,Electronics,160.71,40,Basic,Salem,,user_429,781.59,S006,,2024-08-08 04:00:00
U1283,2024-07-03,West,Clothing,141.59,41,Basic,Georgetown,user283@example.com,user_283,,S003,Active,2024-10-08 09:00:00
U1281,2024-08-10,West,Groceries,44.62,18,Free,Georgetown,user281@example.com,user_281,293.6,S020,Active,2025-01-31 05:00:00
U1473,2024-04-17,West,Groceries,181.74,26,Premium,Springfield,user473@example.com,user_473,234.42,S018,Inactive,2024-09-06 08:00:00
U1424,2024-09-09,South,Groceries,369.41,59,Basic,Greenville,user424@example.com,user_424,196.9,S003,,2024-12-13 11:00:00
U1285,05/11/2024,South,Home & Kitchen,386.13,64,Basic,Salem,user285@example.com,user_285,487.15,S009,Active,2024-07-14 20:00:00
U1070,2024-04-15,East,Sports,435.5,37,Premium,Springfield,user70@example.com,user_70,544.81,S006,Active,2024-12-04 00:00:00
U1475,2024-11-08,West,Sports,316.81,29,Basic,Franklin,user475@example.com,user_475,503.41,S004,Inactive,2024-11-27 11:00:00
U1361,05/29/2024,South,Clothing,439.33,35,Free,Clinton,user361@example.com,user_361,915.97,S003,Active,2024-11-09 16:00:00
U1108,2024-11-24,South,Home & Kitchen,175.53,69,Free,Franklin,user108@example.com,user_108,869.53,S004,Inactive,2024-06-04 05:00:00
U1269,2024-12-08,North,Home & Kitchen,230.05,18,Premium,Madison,user269@example.com,user_269,280.76,S009,Inactive,2024-07-11 20:00:00
U1343,03/23/2024,East,Home & Kitchen,183.29,18,Premium,Clinton,user343@example.com,user_343,760.86,S018,Active,2024-05-29 15:00:00
U1165,04/10/2024,West,Groceries,247.29,56,Basic,Georgetown,user165@example.com,user_165,847.06,S020,Inactive,2024-12-10 22:00:00
U1455,2024-08-11,North,Books,383.02,25,Free,Salem,user455@example.com,user_455,45.5,S009,Inactive,2024-12-27 14:00:00
U1164,2024-11-10,South,Sports,7.2,29,Premium,Clinton,user164@example.com,user_164,110.73,S018,Inactive,2024-07-06 10:00:00
U1210,2024-01-14,East,Books,45.56,70,Premium,Clinton,user210@example.com,user_210,272.35,S018,,2024-04-04 11:00:00
U1311,09/16/2024,East,Electronics,185.22,55,Premium,Madison,user311@example.com,user_311,393.62,S017,,2025-01-27 17:00:00
U1152,12/14/2024,West,Sports,126.99,20,Premium,Clinton,user152@example.com,user_152,742.26,S011,Pending,2024-02-24 02:00:00
U1319,2024-06-02,South,Sports,368.46,62,Basic,Salem,user319@example.com,user_319,580.47,S004,Pending,2024-01-20 23:00:00
U1272,09/02/2024,East,Sports,417.52,17,Premium,Springfield,user272@example.com,user_272,517.52,S019,Inactive,2024-01-29 05:00:00
U1276,11/28/2024,South,Groceries,350.33,43,Premium,Salem,user276@example.com,user_276,743.98,S019,Active,2024-08-05 04:00:00
U1139,07/30/2024,East,Home & Kitchen,105.65,57,Premium,Salem,user139@example.com,user_139,198.58,S009,,2024-12-10 19:00:00
U1461,08/09/2024,East,Groceries,416.87,48,Premium,Salem,user461@example.com,user_461,604.34,S003,,2024-07-07 19:00:00
U1188,2024-12-10,East,Clothing,490.8,41,Premium,Salem,user188@example.com,user_188,95.52,S015,Active,2024-07-07 06:00:00
U1156,01/04/2024,North,Sports,431.79,44,Basic,Georgetown,user156@example.com,user_156,144.76,S011,Inactive,2024-09-02 10:00:00
U1048,04/28/2024,North,Books,40.23,30,Basic,Greenville,user48@example.com,user_48,909.33,S005,Active,2024-01-31 05:00:00
U1353,2024-11-23,North,Clothing,141.94,36,Basic,Riverside,user353@example.com,user_353,958.72,S018,Active,2024-04-15 17:00:00
U1147,09/26/2024,North,Groceries,44.11,41,Basic,Greenville,user147@example.com,user_147,849.39,S002,Active,2024-07-26 12:00:00
U1060,2024-08-08,East,Sports,342.49,27,Premium,Franklin,user60@example.com,user_60,248.42,S019,Inactive,2024-04-28 14:00:00
U1391,2024-10-02,East,Electronics,62.45,31,Free,Salem,user391@example.com,user_391,680.08,S011,Inactive,2025-02-02 03:00:00
U1200,2024-01-29,South,Groceries,495.81,27,Premium,Greenville,user200@example.com,user_200,914.84,S001,Pending,2024-10-17 18:00:00
U1373,11/29/2024,North,Groceries,53.65,57,Free,Georgetown,user373@example.com,user_373,675.17,S007,Pending,2024-12-12 22:00:00
U1375,2024-01-13,West,Sports,418.55,54,Free,Riverside,user375@example.com,user_375,138.61,S019,Inactive,2024-02-26 22:00:00
U1011,2025-01-21,North,Home & Kitchen,326.69,44,Free,Salem,user11@example.com,user_11,592.43,S008,Inactive,2024-01-04 02:00:00
U1314,02/01/2024,South,Groceries,33.86,55,Basic,Springfield,user314@example.com,user_314,223.74,S017,Active,2024-02-21 23:00:00
U1091,2025-01-29,South,Electronics,339.8,31,Basic,Clinton,user91@example.com,user_91,246.78,S016,Inactive,2024-07-07 21:00:00
U1167,2024-12-21,East,Home & Kitchen,97.61,69,Basic,Springfield,user167@example.com,user_167,203.18,S013,,2024-07-28 21:00:00
U1114,09/12/2024,South,Groceries,49.57,41,Free,Salem,user114@example.com,user_114,60.04,S016,,2024-05-26 17:00:00
U1191,04/28/2024,North,Home & Kitchen,47.03,22,Free,Franklin,user191@example.com,user_191,71.66,S005,Inactive,2024-05-29 08:00:00
U1140,2024-11-04,West,Clothing,295.85,58,Free,Greenville,user140@example.com,user_140,957.45,S001,Inactive,2024-04-07 23:00:00
U1350,12/27/2024,West,Groceries,251.04,31,Basic,Salem,user350@example.com,user_350,183.26,S012,Active,2025-02-02 06:00:00
U1411,03/24/2024,South,Clothing,300.98,25,Premium,Clinton,user411@example.com,user_411,75.45,S019,,2024-02-15 00:00:00
U1332,2024-12-01,North,Electronics,474.56,23,Premium,Madison,user332@example.com,user_332,,S011,,2024-07-29 09:00:00
U1114,09/12/2024,South,Groceries,49.57,41,Free,Salem,user114@example.com,user_114,60.04,S016,,2024-05-26 17:00:00
U1041,09/10/2024,East,Home & Kitchen,399.93,37,Basic,Clinton,user41@example.com,user_41,248.94,S014,,2024-10-11 07:00:00
U1248,2024-10-10,East,Clothing,148.84,38,Free,Franklin,user248@example.com,user_248,508.85,S011,Active,2025-01-24 11:00:00
U1109,03/23/2024,East,Groceries,261.85,34,Premium,Clinton,user109@example.com,user_109,628.77,S020,Active,2024-09-14 20:00:00
U1328,2024-07-16,South,Sports,54.3,36,Basic,Riverside,user328@example.com,user_328,927.09,S001,Active,2024-05-06 16:00:00
U1445,01/27/2025,West,Groceries,412.48,47,Basic,Georgetown,user445@example.com,user_445,919.36,S004,Inactive,2024-12-23 08:00:00
U1257,08/16/2024,West,Groceries,100.29,48,Premium,Riverside,user257@example.com,user_257,17.26,S003,Inactive,2024-12-09 20:00:00
U1061,11/22/2024,South,Groceries,449.96,45,Basic,Franklin,user61@example.com,user_61,306.16,S014,Pending,2024-08-21 09:00:00
U1446,2024-09-16,North,Home & Kitchen,407.65,63,Basic,Salem,user446@example.com,user_446,191.9,S015,Inactive,2024-01-02 12:00:00
U1364,2024-03-09,West,Books,,62,Basic,Georgetown,user364@example.com,user_364,807.88,S015,,2024-11-15 05:00:00
U1286,2024-04-22,North,Home & Kitchen,260.67,16,Free,Clinton,user286@example.com,user_286,822.86,S003,Inactive,2024-08-31 10:00:00
U1406,01/22/2024,East,Home & Kitchen,96.33,51,Free,Springfield,user406@example.com,user_406,453.94,S006,Pending,2024-03-03 00:00:00
U1010,2024-10-17,West,Books,39.26,64,Free,Franklin,user10@example.com,user_10,272.41,S020,,2024-04-18 17:00:00
U1342,2024-05-22,West,Clothing,328.37,18,Premium,Springfield,user342@example.com,user_342,921.18,S002,Active,2024-08-01 05:00:00
U1303,11/14/2024,East,Groceries,,19,Free,Springfield,user303@example.com,user_303,718.04,S001,Inactive,2024-02-16 04:00:00
U1264,2024-02-05,North,Home & Kitchen,310.09,35,Free,Franklin,user264@example.com,user_264,434.02,S001,Pending,2024-05-06 07:00:00
U1069,10/05/2024,West,Home & Kitchen,484.26,70,Basic,Riverside,user69@example.com,user_69,31.14,S011,Inactive,2024-03-05 18:00:00
U1310,04/05/2024,North,Books,434.49,54,Free,Franklin,user310@example.com,user_310,270.72,S012,,2024-01-01 20:00:00
U1423,2024-02-24,North,Home & Kitchen,259.55,42,Premium,Madison,user423@example.com,user_423,764.65,S010,Active,2024-02-12 10:00:00
U1124,2025-01-14,East,Electronics,267.87,56,Premium,Springfield,user124@example.com,user_124,684.38,S005,Active,2024-10-08 05:00:00
U1218,02/03/2024,South,Clothing,264.52,52,Premium,Franklin,user218@example.com,user_218,257.0,S015,Active,2024-07-03 22:00:00
U1291,08/29/2024,North,Clothing,109.21,60,Basic,Madison,user291@example.com,user_291,139.83,S019,Inactive,2024-02-21 23:00:00
U1083,04/23/2024,East,Electronics,61.44,48,Premium,Madison,user83@example.com,user_83,156.21,S004,Inactive,2024-05-11 06:00:00
U1242,03/01/2024,West,Electronics,22.74,51,Premium,Riverside,user242@example.com,user_242,891.21,S018,Inactive,2024-12-01 21:00:00
U1119,2024-10-22,West,Sports,264.5,62,Free,Georgetown,user119@example.com,user_119,,S004,Inactive,2024-01-10 14:00:00
U1133,2024-10-23,West,Home & Kitchen,36.56,19,Premium,Salem,,user_133,768.17,S014,Pending,2024-07-14 14:00:00
U1442,2024-10-28,South,Sports,474.61,36,Free,Georgetown,user442@example.com,user_442,786.43,S005,Pending,2024-08-31 22:00:00
U1203,06/21/2024,North,Clothing,367.51,43,Free,Salem,user203@example.com,user_203,696.62,S020,Pending,2024-04-24 21:00:00
U1173,2024-02-08,South,Sports,348.88,39,Basic,Salem,user173@example.com,,735.4,S015,Pending,2024-02-02 17:00:00
U1479,12/04/2024,South,Home & Kitchen,351.89,35,Free,Madison,user479@example.com,,532.51,S005,,2024-08-16 20:00:00
U1262,2024-07-20,North,Clothing,452.26,38,Premium,Georgetown,user262@example.com,user_262,192.15,S020,Pending,2024-04-09 03:00:00
U1214,07/22/2024,North,Sports,437.37,66,Free,Georgetown,user214@example.com,user_214,586.85,S004,Active,2024-10-15 03:00:00
U1043,08/20/2024,North,Groceries,362.04,36,Premium,Franklin,user43@example.com,user_43,593.69,S017,Pending,2024-02-21 06:00:00
U1236,2024-02-21,West,Groceries,340.0,43,Free,Riverside,user236@example.com,user_236,,S005,Inactive,2024-06-17 11:00:00
U1195,2024-03-03,West,Clothing,412.72,39,Free,Riverside,user195@example.com,user_195,31.58,S003,Inactive,2024-11-26 14:00:00
U1367,10/03/2024,West,Groceries,10.34,45,Free,Salem,user367@example.com,user_367,977.98,S010,Pending,2024-03-26 01:00:00
U1121,09/26/2024,North,Clothing,268.9,50,Basic,Clinton,user121@example.com,user_121,562.51,S008,Pending,2025-01-29 09:00:00
U1021,2025-01-29,North,Clothing,278.08,43,Free,Springfield,user21@example.com,user_21,157.56,S002,Pending,2024-10-25 17:00:00
U1458,2024-12-14,South,Groceries,475.85,69,Basic,Franklin,,user_458,485.06,S009,Active,2024-06-17 01:00:00
U1126,01/19/2024,South,Clothing,481.26,34,Premium,Springfield,user126@example.com,user_126,341.69,S015,,2024-03-09 16:00:00
U1377,07/14/2024,North,Electronics,407.34,27,Basic,Riverside,user377@example.com,user_377,186.66,S016,Active,2024-03-14 17:00:00
U1114,09/12/2024,South,Groceries,49.57,41,Free,Salem,user114@example.com,user_114,60.04,S016,,2024-05-26 17:00:00
U1437,04/19/2024,North,Books,309.14,65,Basic,Springfield,user437@example.com,user_437,158.97,S010,,2024-07-29 10:00:00
U1072,2024-04-23,North,Home & Kitchen,20.42,46,Basic,Georgetown,user72@example.com,user_72,82.76,S003,Pending,2024-11-07 04:00:00
U1457,03/27/2024,East,Sports,7.04,65,Free,Franklin,user457@example.com,user_457,680.14,S011,Active,2024-05-25 21:00:00
U1360,2024-02-05,South,Groceries,331.78,21,Premium,Franklin,user360@example.com,user_360,10.18,S005,Inactive,2024-08-19 17:00:00
U1403,2024-10-04,South,Groceries,370.17,17,Basic,Greenville,user403@example.com,user_403,947.97,S011,,2024-10-23 10:00:00
U1295,05/26/2024,East,Clothing,464.64,42,Free,Georgetown,user295@example.com,user_295,235.94,S011,Pending,2024-12-29 08:00:00
U1443,07/07/2024,West,Books,304.88,69,Free,Springfield,user443@example.com,user_443,557.2,S010,Pending,2024-12-16 03:00:00
U1322,05/28/2024,East,Clothing,240.55,63,Premium,Georgetown,user322@example.com,user_322,700.89,S005,,2024-10-13 06:00:00
U1138,01/25/2024,South,Sports,211.08,25,Basic,Georgetown,user138@example.com,user_138,233.09,S005,,2024-01-30 17:00:00
U1388,2024-12-20,East,Clothing,263.93,42,Premium,Franklin,user388@example.com,user_388,504.89,S003,Pending,2024-06-27 13:00:00
U1381,01/24/2025,East,Clothing,483.92,58,Premium,Clinton,user381@example.com,user_381,365.67,S003,,2025-01-11 06:00:00
U1158,2024-04-02,South,Books,399.85,69,Free,Riverside,user158@example.com,user_158,504.31,S010,Inactive,2024-05-09 21:00:00
U1380,12/18/2024,West,Sports,495.84,37,Free,Clinton,user380@example.com,user_380,99.76,S018,Pending,2024-02-11 14:00:00
U1499,03/29/2024,South,Home & Kitchen,394.72,57,Free,Riverside,user499@example.com,user_499,450.73,S004,Pending,2024-07-11 19:00:00
U1432,06/25/2024,South,Groceries,125.89,31,Free,Clinton,user432@example.com,user_432,311.86,S011,Inactive,2024-01-11 17:00:00
U1163,2024-02-25,East,Sports,84.27,51,Basic,Salem,user163@example.com,user_163,644.07,S014,,2024-01-15 23:00:00
U1280,2024-03-23,East,Sports,172.53,51,Free,Springfield,user280@example.com,user_280,,S003,Inactive,2024-08-29 19:00:00
U1450,12/10/2024,West,Clothing,99.32,68,Basic,Clinton,user450@example.com,user_450,214.54,S007,Pending,2025-01-07 21:00:00
U1082,01/11/2024,East,Sports,346.36,39,Premium,Georgetown,user82@example.com,user_82,528.72,S013,Pending,2025-01-16 10:00:00
U1221,2024-11-27,West,Clothing,403.52,35,Free,Clinton,user221@example.com,user_221,259.48,S015,Pending,2024-12-12 16:00:00
U1178,03/11/2024,East,Books,75.71,49,Free,Springfield,user178@example.com,user_178,220.92,S005,,2024-11-11 21:00:00
U1325,2024-07-10,West,Electronics,125.31,55,Premium,Clinton,,user_325,455.56,S001,Pending,2024-04-17 23:00:00
U1137,04/29/2024,North,Clothing,75.91,58,Free,Greenville,user137@example.com,user_137,595.75,S006,,2024-10-11 15:00:00
U1447,04/12/2024,North,Sports,83.12,49,Free,Franklin,user447@example.com,user_447,326.21,S016,Inactive,2024-05-13 05:00:00
U1415,2024-01-30,North,Home & Kitchen,72.07,26,Premium,Clinton,user415@example.com,user_415,58.23,S010,Active,2024-09-20 06:00:00
