customer_id,first_name,last_name,email,phone,city,signup_date
C00194,Tara,Das,tara.das194@example.com,9223666470.0,Hyderabad,2024-02-19
C00139,Dev,Nair,dev.nair139@example.com,9138546365.0,Delhi,2024-10-03
C00092,Riya,Verma,riya.verma92@example.com,9989817696.0,Mumbai,2024-03-19
C00209,Karan,Verma,karan.verma209@example.com,9877103091.0,Ahmedabad,2024-07-25
C00295,Sara,Mehta,sara.mehta295@example.com,9999371401.0,Bhubaneswar,2023-02-08
C00247,Rahul,Patel,rahul.patel247@example.com,9797460535.0,Bengaluru,2024-06-26
C00259,Anaya,Joshi,anaya.joshi259@example.com,9691461470.0,Pune,2023-03-22
C00398,Anaya,Joshi,anaya.joshi398@example.com,9976955647.0,Bengaluru,2023-02-03
C00210,Kabir,Nair,kabir.nair210@example.com,9475617211.0,Chennai,2023-03-25
C00147,Riya,Verma,riya.verma147@example.com,9717199615.0,Pune,2023-08-31
C00303,Karan,Gupta,UNKNOWN,9801887172.0,Delhi,2024-08-19
C00050,Diya,Joshi,diya.joshi50@example.com,9561479973.0,Pune,2024-01-14
C00396,Sneha,Mehta,sneha.mehta396@example.com,9932271276.0,Hyderabad,2023-04-26
C00061,Priya,Reddy,priya.reddy61@example.com,9812306873.0,Pune,2023-03-13
C00216,Kabir,Patel,kabir.patel216@example.com,9277746324.0,Bhubaneswar,2023-07-05
C00181,Arjun,Patel,arjun.patel181@example.com,9216198604.0,Jaipur,2024-11-03
C00381,Anaya,Sharma,UNKNOWN,9468377143.0,Mumbai,2024-12-28
C00012,Vihaan,Verma,vihaan.verma12@example.com,9437882805.0,Kolkata,2023-08-05
C00320,Diya,Reddy,diya.reddy320@example.com,9910015485.0,Bhubaneswar,2024-03-25
C00144,Rahul,Patel,rahul.patel144@example.com,9593460064.0,Bhubaneswar,2023-08-26
C00059,Tara,Nair,tara.nair59@example.com,9649136331.0,Ahmedabad,2023-11-18
C00178,Rohan,Verma,rohan.verma178@example.com,9899496315.0,Mumbai,2023-03-29
C00328,Karan,Kapoor,karan.kapoor328@example.com,9199282456.0,Delhi,2023-03-22
C00066,Rohan,Gupta,rohan.gupta66@example.com,9200273738.0,Delhi,2024-06-11
C00041,Sara,Gupta,sara.gupta41@example.com,9422119408.0,Bengaluru,2024-02-10
C00095,Vihaan,Malhotra,vihaan.malhotra95@example.com,9711871397.0,Chennai,2024-04-06
C00159,Tara,Verma,tara.verma159@example.com,9426808977.0,Bengaluru,2023-05-24
C00238,Priya,Joshi,priya.joshi238@example.com,9233654018.0,Chennai,2023-02-18
C00174,Rahul,Mehta,rahul.mehta174@example.com,9741444618.0,Kolkata,2024-12-30
C00305,Isha,Kapoor,isha.kapoor305@example.com,9335287540.0,Kolkata,2023-10-30
C00230,Sara,Rao,sara.rao230@example.com,9760146764.0,Ahmedabad,2023-05-28
C00177,Isha,Nair,isha.nair177@example.com,9501902658.0,Kolkata,2024-03-13
C00389,Karan,Verma,karan.verma389@example.com,9500834337.0,Jaipur,2023-09-02
C00020,Pooja,Iyer,pooja.iyer20@example.com,9679153816.0,Jaipur,2023-06-06
C00224,Aditya,Nair,aditya.nair224@example.com,9502559419.0,Hyderabad,2023-08-30
C00187,Rahul,Das,rahul.das187@example.com,9910069356.0,Bengaluru,2023-03-28
C00135,Dev,Kapoor,dev.kapoor135@example.com,9139749508.0,Ahmedabad,2024-10-29
C00070,Tara,Iyer,tara.iyer70@example.com,9698509918.0,Bengaluru,2023-06-30
C00284,Riya,Joshi,riya.joshi284@example.com,9702247585.0,Kolkata,2023-03-05
C00086,Kabir,Singh,kabir.singh86@example.com,9334037646.0,Pune,2024-11-16
C00008,Sara,Joshi,sara.joshi8@example.com,9782560971.0,Mumbai,2023-04-14
C00172,Riya,Joshi,riya.joshi172@example.com,9626422169.0,Kolkata,2024-02-16
C00293,Kabir,Sharma,kabir.sharma293@example.com,9610778600.0,Delhi,2024-07-17
C00370,Meera,Kapoor,meera.kapoor370@example.com,9595663087.0,Delhi,2024-07-17
C00096,Karan,Sharma,karan.sharma96@example.com,9327761953.0,Pune,2024-05-21
C00331,Arjun,Malhotra,arjun.malhotra331@example.com,9909956465.0,Delhi,2023-07-14
C00357,Anaya,Chatterjee,anaya.chatterjee357@example.com,9265593497.0,Mumbai,2023-09-10
C00133,Sneha,Reddy,sneha.reddy133@example.com,9848933239.0,Chennai,2024-04-11
C00134,Sara,Joshi,sara.joshi134@example.com,9607854378.0,Chennai,2024-02-25
C00089,Dev,Rao,dev.rao89@example.com,9991819497.0,Bengaluru,2023-07-23
C00252,Priya,Mehta,priya.mehta252@example.com,9950474042.0,Kolkata,2023-08-18
C00042,Aarav,Singh,aarav.singh42@example.com,9178663096.0,Jaipur,2024-09-28
C00003,Aarav,Mehta,aarav.mehta3@example.com,9550455977.0,Ahmedabad,2023-07-23
C00291,Vihaan,Patel,vihaan.patel291@example.com,9356927167.0,Jaipur,2023-04-22
C00225,Isha,Joshi,isha.joshi225@example.com,UNKNOWN,Kolkata,2024-10-27
C00211,Kabir,Das,kabir.das211@example.com,9504456327.0,Hyderabad,2024-12-26
C00383,Sara,Chatterjee,sara.chatterjee383@example.com,9787708952.0,Chennai,2024-02-19
C00169,Karan,Sharma,karan.sharma169@example.com,9896413702.0,Bengaluru,2023-06-28
C00171,Pooja,Sharma,pooja.sharma171@example.com,9790781796.0,Bhubaneswar,2024-11-05
C00186,Aditya,Iyer,aditya.iyer186@example.com,9269016920.0,Hyderabad,2024-01-21
C00182,Priya,Verma,priya.verma182@example.com,9560755939.0,Ahmedabad,2023-10-13
C00156,Dev,Sharma,dev.sharma156@example.com,9495765839.0,Pune,2023-09-28
C00391,Meera,Mehta,meera.mehta391@example.com,9300895568.0,Kolkata,2023-06-20
C00117,Vihaan,Mehta,vihaan.mehta117@example.com,UNKNOWN,Chennai,2024-07-06
C00030,Priya,Reddy,priya.reddy30@example.com,9158165865.0,Bengaluru,2024-02-25
C00371,Nikhil,Chatterjee,nikhil.chatterjee371@example.com,9954330018.0,Kolkata,2023-10-26
C00023,Sneha,Chatterjee,sneha.chatterjee23@example.com,9690347116.0,Jaipur,2023-05-09
C00063,Arjun,Reddy,arjun.reddy63@example.com,9286860433.0,Pune,2024-11-11
C00015,Aditya,Singh,aditya.singh15@example.com,9264112119.0,Chennai,2023-04-04
C00253,Aarav,Nair,aarav.nair253@example.com,9962925204.0,Mumbai,2024-07-21
C00280,Pooja,Singh,pooja.singh280@example.com,9933397627.0,Delhi,2023-09-29
C00179,Sneha,Sharma,sneha.sharma179@example.com,9819421270.0,Hyderabad,2024-08-23
C00200,Rahul,Chatterjee,rahul.chatterjee200@example.com,9706118438.0,Ahmedabad,2024-08-16
C00017,Aarav,Kapoor,aarav.kapoor17@example.com,9925276600.0,Bengaluru,2023-04-28
C00343,Sneha,Gupta,sneha.gupta343@example.com,9823737375.0,Mumbai,2023-01-18
C00167,Pooja,Sharma,pooja.sharma167@example.com,9680051935.0,Mumbai,2023-10-11
C00163,Isha,Kapoor,isha.kapoor163@example.com,9792377512.0,Chennai,2024-01-12
C00359,Isha,Patel,isha.patel359@example.com,9698058121.0,Chennai,2023-03-31
C00101,Karan,Nair,karan.nair101@example.com,9369942642.0,Delhi,2024-12-20
C00084,Riya,Sharma,riya.sharma84@example.com,9475767056.0,Bengaluru,2024-07-06
C00205,Rahul,Kapoor,rahul.kapoor205@example.com,9638339044.0,Bhubaneswar,2023-07-12
C00273,Rahul,Mehta,rahul.mehta273@example.com,9178954113.0,Kolkata,2023-07-19
C00299,Meera,Rao,meera.rao299@example.com,UNKNOWN,Hyderabad,2024-04-14
C00131,Tara,Nair,tara.nair131@example.com,9403696046.0,Ahmedabad,2024-06-03
C00021,Aarav,Das,UNKNOWN,9489747629.0,Pune,2023-11-28
C00080,Karan,Kapoor,karan.kapoor80@example.com,9601856351.0,Ahmedabad,2024-11-26
C00208,Tara,Chatterjee,tara.chatterjee208@example.com,9777409303.0,Bengaluru,2023-12-13
C00271,Riya,Das,riya.das271@example.com,9108780419.0,Chennai,2024-10-31
C00317,Tara,Mehta,tara.mehta317@example.com,9471686188.0,Delhi,2024-01-24
C00158,Sneha,Nair,sneha.nair158@example.com,9782259766.0,Pune,2024-09-16
C00206,Nikhil,Verma,nikhil.verma206@example.com,UNKNOWN,Kolkata,2023-12-18
C00363,Vihaan,Singh,vihaan.singh363@example.com,9396311802.0,Kolkata,2023-05-30
C00306,Kabir,Singh,kabir.singh306@example.com,9689736058.0,Jaipur,2024-09-12
C00022,Sara,Sharma,sara.sharma22@example.com,9191969690.0,Bengaluru,2023-09-04
C00103,Aditya,Das,aditya.das103@example.com,9418092217.0,Mumbai,2023-10-17
C00369,Dev,Gupta,dev.gupta369@example.com,9705429879.0,Jaipur,2024-02-07
C00107,Riya,Verma,riya.verma107@example.com,9719571745.0,Bhubaneswar,2023-03-08
C00275,Sneha,Nair,sneha.nair275@example.com,9530986098.0,Bhubaneswar,2023-05-28
C00332,Pooja,Rao,pooja.rao332@example.com,9692790631.0,Pune,2023-07-29
C00183,Pooja,Kapoor,UNKNOWN,9806340901.0,Pune,2024-10-20
C00380,Riya,Nair,riya.nair380@example.com,9848143863.0,Bengaluru,2024-05-02
C00292,Sara,Kapoor,sara.kapoor292@example.com,9454650074.0,Bengaluru,2023-08-27
C00130,Kabir,Reddy,kabir.reddy130@example.com,9246574716.0,Pune,2023-07-15
C00102,Karan,Verma,karan.verma102@example.com,9893070706.0,Ahmedabad,2024-07-02
C00327,Sneha,Reddy,sneha.reddy327@example.com,9517061783.0,Delhi,2024-03-02
C00016,Pooja,Verma,pooja.verma16@example.com,9602564736.0,Jaipur,2024-01-30
C00011,Sara,Kapoor,sara.kapoor11@example.com,9134467368.0,Chennai,2023-11-29
C00056,Aarav,Kapoor,aarav.kapoor56@example.com,9174539964.0,Pune,2023-07-17
C00246,Diya,Das,diya.das246@example.com,9499446327.0,Bengaluru,2023-06-07
C00018,Anaya,Reddy,UNKNOWN,9875340444.0,Pune,2023-06-11
C00151,Isha,Malhotra,UNKNOWN,9946764061.0,Ahmedabad,2024-10-04
C00288,Sneha,Malhotra,sneha.malhotra288@example.com,9826517607.0,Chennai,2023-10-08
C00355,Karan,Sharma,karan.sharma355@example.com,9583774585.0,Hyderabad,2024-10-11
C00198,Priya,Nair,priya.nair198@example.com,9257243284.0,Mumbai,2024-10-22
C00121,Rohan,Singh,rohan.singh121@example.com,9819550381.0,Mumbai,2023-12-23
C00279,Aarav,Nair,aarav.nair279@example.com,9726745401.0,Bhubaneswar,2023-12-06
C00175,Aditya,Das,aditya.das175@example.com,9222851168.0,Jaipur,2024-03-16
C00140,Anaya,Iyer,anaya.iyer140@example.com,9916440738.0,Bengaluru,2023-04-03
C00094,Nikhil,Reddy,nikhil.reddy94@example.com,9363598427.0,Bengaluru,2024-08-29
C00108,Kabir,Patel,kabir.patel108@example.com,9366493008.0,Chennai,2024-07-30
C00313,Sneha,Sharma,UNKNOWN,9539017530.0,Mumbai,2023-03-12
C00215,Aditya,Sharma,aditya.sharma215@example.com,9763606238.0,Chennai,2024-11-08
C00221,Riya,Joshi,riya.joshi221@example.com,9863860982.0,Bengaluru,2024-01-16
C00100,Rahul,Nair,rahul.nair100@example.com,9556881239.0,Jaipur,2024-04-29
C00034,Meera,Reddy,meera.reddy34@example.com,9530613729.0,Mumbai,2024-05-12
C00240,Priya,Malhotra,priya.malhotra240@example.com,9880697625.0,Chennai,2024-06-15
C00093,Tara,Patel,tara.patel93@example.com,9967797300.0,Kolkata,2024-06-18
C00004,Vihaan,Chatterjee,vihaan.chatterjee4@example.com,9465341213.0,Delhi,2023-01-07
C00312,Dev,Gupta,dev.gupta312@example.com,9148629555.0,Bengaluru,2023-01-04
C00136,Karan,Joshi,karan.joshi136@example.com,UNKNOWN,Mumbai,2023-04-13
C00019,Aditya,Chatterjee,aditya.chatterjee19@example.com,9771410971.0,Jaipur,2023-07-02
C00153,Arjun,Patel,arjun.patel153@example.com,9392624015.0,Pune,2024-07-06
C00164,Vihaan,Iyer,vihaan.iyer164@example.com,9327746886.0,Ahmedabad,2023-05-06
C00267,Isha,Gupta,isha.gupta267@example.com,9154337019.0,Chennai,2024-04-05
C00308,Priya,Verma,priya.verma308@example.com,9688033900.0,Delhi,2024-07-31
C00029,Rahul,Singh,rahul.singh29@example.com,9304451095.0,Chennai,2023-09-06
C00099,Nikhil,Chatterjee,nikhil.chatterjee99@example.com,9534222401.0,Pune,2023-01-18
C00364,Rohan,Nair,rohan.nair364@example.com,9632363811.0,Delhi,2023-09-15
C00123,Diya,Singh,diya.singh123@example.com,9224469868.0,Chennai,2023-04-01
C00028,Aditya,Iyer,aditya.iyer28@example.com,9242068763.0,Ahmedabad,2023-10-13
C00152,Priya,Rao,priya.rao152@example.com,9450811990.0,Mumbai,2023-05-15
C00201,Karan,Joshi,karan.joshi201@example.com,9173321814.0,Pune,2024-10-04
C00097,Karan,Gupta,karan.gupta97@example.com,9654724287.0,Bengaluru,2024-09-02
C00261,Meera,Kapoor,meera.kapoor261@example.com,UNKNOWN,Bhubaneswar,2024-10-01
C00106,Rahul,Gupta,rahul.gupta106@example.com,9297958983.0,Pune,2024-04-25
C00337,Riya,Mehta,riya.mehta337@example.com,9982177625.0,Kolkata,2024-11-01
C00014,Sneha,Gupta,sneha.gupta14@example.com,9528853029.0,Mumbai,2024-08-21
C00361,Dev,Sharma,dev.sharma361@example.com,9190945411.0,Jaipur,2023-10-26
C00044,Sneha,Rao,sneha.rao44@example.com,9966616964.0,Bhubaneswar,2023-11-06
C00277,Aditya,Patel,aditya.patel277@example.com,9521931770.0,Pune,2023-12-02
C00162,Vihaan,Sharma,vihaan.sharma162@example.com,9577488537.0,Hyderabad,2024-12-07
C00323,Sara,Reddy,sara.reddy323@example.com,9735297732.0,Mumbai,2023-11-04
C00285,Aditya,Reddy,aditya.reddy285@example.com,9672440825.0,Hyderabad,2023-11-18
C00302,Karan,Malhotra,karan.malhotra302@example.com,9352889019.0,Pune,2023-09-12
C00346,Sara,Gupta,sara.gupta346@example.com,9797818850.0,Bengaluru,2024-12-01
C00072,Pooja,Joshi,pooja.joshi72@example.com,9688273030.0,Mumbai,2024-05-31
C00052,Sneha,Malhotra,sneha.malhotra52@example.com,9354194771.0,Mumbai,2024-02-21
C00045,Sneha,Gupta,sneha.gupta45@example.com,9244193987.0,Bengaluru,2024-11-10
C00367,Kabir,Gupta,kabir.gupta367@example.com,9315662642.0,Mumbai,2023-11-25
C00227,Vihaan,Iyer,vihaan.iyer227@example.com,9753780028.0,Bengaluru,2023-06-03
C00078,Aarav,Nair,aarav.nair78@example.com,9997356828.0,Jaipur,2023-11-02
C00319,Isha,Das,isha.das319@example.com,9855147872.0,Delhi,2023-02-04
C00180,Tara,Joshi,tara.joshi180@example.com,9477577220.0,Jaipur,2023-02-22
C00344,Isha,Malhotra,isha.malhotra344@example.com,9306085476.0,Pune,2023-04-09
C00329,Diya,Gupta,diya.gupta329@example.com,9178151583.0,Ahmedabad,2024-01-22
C00310,Rahul,Singh,rahul.singh310@example.com,9159738492.0,Jaipur,2023-04-04
C00289,Priya,Chatterjee,UNKNOWN,UNKNOWN,Kolkata,2023-05-30
C00272,Kabir,Malhotra,kabir.malhotra272@example.com,UNKNOWN,Bhubaneswar,2023-09-28
C00036,Sneha,Kapoor,sneha.kapoor36@example.com,9333754555.0,Ahmedabad,2024-05-13
C00074,Riya,Kapoor,riya.kapoor74@example.com,9866162966.0,Pune,2023-09-02
C00069,Dev,Iyer,dev.iyer69@example.com,9906341966.0,Bengaluru,2023-06-01
C00196,Sara,Reddy,sara.reddy196@example.com,9524951250.0,Hyderabad,2024-08-26
C00071,Nikhil,Patel,nikhil.patel71@example.com,9739362057.0,Kolkata,2024-04-20
C00154,Riya,Chatterjee,riya.chatterjee154@example.com,9602866993.0,Mumbai,2023-10-30
C00387,Karan,Das,karan.das387@example.com,9222655758.0,Kolkata,2024-02-02
C00161,Tara,Das,tara.das161@example.com,9995171130.0,Chennai,2023-06-08
C00300,Anaya,Das,anaya.das300@example.com,9785826598.0,Chennai,2024-11-21
C00053,Tara,Sharma,tara.sharma53@example.com,9542073642.0,Delhi,2023-07-03
C00046,Sneha,Patel,sneha.patel46@example.com,9870530217.0,Pune,2023-10-06
C00197,Sara,Nair,sara.nair197@example.com,9222435172.0,Delhi,2023-06-22
C00118,Karan,Das,karan.das118@example.com,9824022357.0,Ahmedabad,2023-09-14
C00037,Sneha,Sharma,sneha.sharma37@example.com,9611947770.0,Jaipur,2023-11-18
C00318,Isha,Sharma,isha.sharma318@example.com,9116799547.0,Bengaluru,2024-11-07
C00316,Sara,Joshi,sara.joshi316@example.com,9597146648.0,Jaipur,2023-01-04
C00217,Tara,Nair,tara.nair217@example.com,9755621841.0,Kolkata,2024-11-23
C00062,Aditya,Gupta,aditya.gupta62@example.com,9848621833.0,Mumbai,2024-11-13
C00354,Sara,Joshi,sara.joshi354@example.com,9759132774.0,Chennai,2023-03-19
C00311,Tara,Singh,tara.singh311@example.com,9822378827.0,Bhubaneswar,2024-07-31
C00005,Karan,Verma,karan.verma5@example.com,9469319644.0,Bhubaneswar,2023-04-05
C00228,Anaya,Iyer,UNKNOWN,9550784243.0,Ahmedabad,2023-11-05
C00266,Priya,Reddy,priya.reddy266@example.com,9214014134.0,Kolkata,2023-05-14
C00116,Pooja,Rao,pooja.rao116@example.com,9603260608.0,Chennai,2024-08-05
C00304,Diya,Kapoor,diya.kapoor304@example.com,9535312769.0,Pune,2023-05-02
C00339,Diya,Mehta,diya.mehta339@example.com,UNKNOWN,Bhubaneswar,2023-02-04
